id	airline	tweet	label
5231	American	Can't wait! MT @AmericanAir: Our first 787 takes shape in Position 1A, where the mid-body &amp; wings are joined. http://t.co/jdO79OUbij	1
22457	VirginAmerica	@VirginAmerica officially ends partnership with @SeaWorld!! HELL YES! Ã°Å¸â„¢Å’ #FuckYouSeaWorld @peta http://t.co/7HBGezaaOQ	1
68772	AlaskaAir	Props to Angel with @AlaskaAir as she took care of my issue yesterday and provided me with a very amicable solution.  Thanks @AlaskaAir	1
136163	American	Challenging @TrimGoEMAW to an ol' delay off. Beat this. @AmericanAir, @DeltaAssist has thrown down the gauntlet. http://t.co/w6AyKyuSyW	0
74250	AlaskaAir	Ã¢â‚¬Å“@AlaskaAir: Champions never rest with @dangerusswilson. Enter for a chance to win a trip to SeattleÃ¢â‚¬Â He can fly me anywhere Ã°Å¸Ëœâ€°Ã°Å¸ËœÂÃ°Å¸â€™Â¦	1
70234	SouthWest	@SouthwestAir how does it work if I wanna cancel one flight I have?	1
23024	American	@AmericanAir - my brother was on his way to JFK they nyc bus broke down by the time he got to the airport , he missed the flight, @Finnair	1
54583	Delta	@DeltaAssist Please give a bonus to the workers at gate C5 tonight. They've had to deal with some shit.	1
52174	American	Always delayed @AmericanAir #goodwork	0
4097	American	@AmericanAir double whammy... Back on an airplane with no AC and a broken auxiliary. It does get worse	0
75483	United	Calling complete bullshit on @united who increased a flight cost by $60 just to book a second ticket for my husband. Explain that, please.	0
74490	American	lollllll, my flights cancelled here at laguardia and people are being sent to JFK ðŸ’© @AmericanAir	0
5423	Delta	"@DeltaAssist 2 weeks ago the problem was ""data uplink"" then weather. I feel like I'm being scammed. Didn't even cover the hotel cost."	0
40024	VirginAmerica	Hello, LA. Thank you, @VirginAmerica for the early arrival. Direct TV wasn't working. At least now #Seahawks fans shouldn't miss too much ðŸ˜	1
50059	SouthWest	@SouthwestAir a little respect for the intelligence of your customers?!  Don't do the 30 minute delay update. We can handle the truth.	0
46160	American	Oh no delayed an hour :( @AmericanAir	0
137592	JetBlue	Currently on @JetBlue flying back to New York. Wish I could've stayed in Orlando longer!	1
23430	VirginAmerica	Got 5 hours &amp; 45 mins to kill? This is a creepy ad for @VirginAmerica Yes it is that long. Pretty brilliant.  http://t.co/d9gOLkC0ZA	1
19560	American	@AmericanAir if I redeem frequent flier miles (mile saver ones) and have to cancel, do I get the miles back?	1
127919	VirginAmerica	@VirginAmerica on standby 4 LAX after missing my 1st flight by 1 min. 6 months pregnant and not guaranteed a seat on next flight, help!	0
68001	SouthWest	Horrible call hold time 1hr &amp; 45 min with @SouthwestAir to fix a mistake on my reservation &amp; no apology for the extended hold	0
90275	JetBlue	Thanks to @JetBlue for sharing some of the info in our @HuffPostTravel post on fear of flying! http://t.co/OzUBGufRKY #travel	1
48998	American	@AmericanAir just boarded 43. Looks like 15min delay. Cancelled my original flight then moved me out of the exit row at boarding. #NoWorries	1
75799	JetBlue	Waiting to takeoff on @JetBlue... #Boston to #Detroit @StacyWellsStyle here I come! #BrandBoss #BlondeAmbition	1
115645	SouthWest	@SouthwestAir So I'm traveling tonight and bought a 8oz sneaker cleaner. Do I really have to check my bag in! I hate that!!	1
157396	United	Really unhappy with @united for their lack of cooperation trying to find my lost Macbook. It's so important to get back &amp; they don't care.	0
163589	American	@ShaneMosley_ @Delta @AmericanAir damn, do they not know who the hell you are and you have been on http://t.co/FVzVKw22lV geez	0
37722	United	@5000mgmt I think your twitter was hacked. It just tweeted out a compliment instead of a complaint to @united.	0
166475	VirginAmerica	@VirginAmerica I am delayed getting from AUS to Dallas Love. will likely miss my connection to LgA. Can you assist? Confirm: UHEKDO. Ty!	1
51760	American	@AmericanAir just trying to change my flight, help a broke millennial out Ã°Å¸â„¢ÂÃ¢Å“Ë†Ã¯Â¸Â	1
143734	AlaskaAir	Another win for @AlaskaAir: delayed 24 is no fun, but hotel + meal vouchers + $500 credit makes us feel they care.	0
19842	VirginAmerica	Flying @VirginAmerica is terrible. Is this what flying @SpiritAirPR or @AirTran is like?? Woof.	0
63495	American	Disappointed @AmericanAir service again. gate agents forced me to check my bag when half of the overhead compartments were full	0
30135	Delta	@jlp922 I had a similar experience last year.  I've since switched almost exclusively to @DeltaAssist and couldn't be happier #travel	1
61331	United	@united ASHAMED	0
76507	AlaskaAir	@AlaskaAir It was the 20% promo which was included in the gift bags handed out upon arrival in late December	1
15129	SouthWest	@SouthwestAir 2144 is 4 hrs late and just realizing need a replacement flight attendant? How is this possible? We continue to wait in line.	0
81793	VirginAmerica	Boarding @VirginAmerica is like waiting in line for a hot, inefficient, nightclub. http://t.co/x0hoqenfVc	0
119713	SouthWest	@SouthwestAir how do you get a refund for your wifi? Its always so painfully slow	0
74451	SouthWest	So now my early bird check in doesn't apply to my changed flights. @SouthwestAir is killing it today.	1
135659	United	@United UA1252 deplaned twice already. Can we get PQM/PQS for each time. This is getting ridiculous	0
95924	Delta	@DeltaAssist having the worst delta exp ever. Will miss connection date agent would not help	0
105431	JetBlue	@JetBlue No accommodations for those people who have been trying to get home to Boston from DFW since Friday morning? So Disappointed.	0
162797	United	@JonesN4mo @BreathBodyYoga @BGCAustin @silvercar @united missed you this morning Brian!	1
41345	American	@MbasuCNN @amnesty let's be serious for a sec.. @AmericanAir  lost my luggage a few weeks ago. Can you make them find it?	0
107271	American	Long line to #rebook #flight @AmericanAir #worst #customerservice stuck in #Miami @AmeriAirSux http://t.co/95SLGTbV7F	0
54602	American	@KegsAndEggs_ @AmericanAir they really lost it??	0
126669	United	@united can you have someone check lost and found for an iPad left on flight 1754 seat 34c. Filled out form not sure when to expect answer.	1
123918	VirginAmerica	@VirginAmerica your pre-flight video is terrible. What was wrong with the old cartoon one?  This song is the only bad thing you guys do.	1
95514	Delta	@DeltaAssist Is there a reason I would get bumped from my preferred seat back to a normal seat? Never been downgraded before as platinum.	0
18715	United	My day is made Ã¢â‚¬Å“@HEELZiggler: look who showed up @ my door, late last nite.smelling like bod spray &amp; regret, @united http://t.co/7ErQ0LaVgbÃ¢â‚¬Â	1
110059	United	@dgibber123 @united They do that to save you a seat.  You can change it later, but it means that they're not waiting for you to do it.	1
30633	American	@DEVrockstarr @AmericanAir @WWEAJLee broke? lmao alright.	0
151165	JetBlue	May The 4th Be With Uou Late Post... JetBlue Style @jetblue #jetbluesofly #jetBlueBOS #avgeeksÃ¢â‚¬Â¦ https://t.co/TyYtJArsQ2	1
100154	VirginAmerica	@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!	1
171241	United	I flew @united and watched them harass a Muslim woman who didn't speak English almost to tears about holding her baby on the flight	0
12928	United	@united missed our flight with KLM from OSL to AMS due to delay with United in EWR (UA38). Extra costs â‚¬216 ea. What are the refund options?	0
43937	United	@united please tell flight 3466 from ORD-BTV to wait for me!! Delayed a bit on flight 333 Austin to ORD.	0
128606	VirginAmerica	I love @VirginAmerica. Favorite airline hands down. I never get tired of their safety video. Big ups @richardbranson! Thanks man !!	1
93844	SouthWest	@SouthwestAir decision about nashville flights tomorrow yet?  All flights out cancelled today	0
54658	JetBlue	@thepointsguy you're right. You never know when your fave airline will drop your fave routes. Happened to me w/ @JetBlue.	1
97332	Delta	@DeltaAssist delta flight 2317 DTW to LAS late boarding sitting on Tarmac for an hour very disappointing	0
142269	SouthWest	We're waiting for a captain for our flight. Seriously @SouthwestAir how the hell does this happen?	0
65701	SouthWest	@SouthwestAir Flight from MLPS to HOU is currently showing as delayed so I'll miss connection. Any earlier flight for this Alister?	1
112247	SouthWest	@Parker_GamesMC @SouthwestAir aww poor parker	1
153974	VirginAmerica	The @VirginAmerica Safety Video is by far the worst part of flying their airlines: https://t.co/OMkskTeUK0 I still love them, though	1
26959	United	god bless the @united employee who let me switch my flight from CLT to GSO, and saved me about an hour of extra travel time.	1
115367	United	Best thing about flying @united is that you never know which gate will actually be the final departing gate.	0
121586	American	@adventurousness @AmericanAir you can always file a complaint with the DOT, but it probably won't go anywhere	1
157957	American	@AmericanAir Your http://t.co/sZnHJZrWZb is having trouble submitting request and displaying confirmation screen. Very bad user experience.	0
54576	JetBlue	@JetBlue what happened? Worst customer experience I've had in a while. Don't expect you to be Virgin, but wow. Make an effort!	0
64771	SouthWest	@SouthwestAir Any idea when the RR cardholder drink tickets arrive in mail? I'm hoping to use mine to kick off vacay at end of the month!	0
88503	United	@united flight delayed by an hour...missing crew member...50 hours lost for one person to arrive...seriously you can do better!!!	0
42304	VirginAmerica	@VirginAmerica If I had paid for Main Cabin Select, I'd be particularly upset.	1
33063	JetBlue	@JetBlue does this mean you have absolutely no flights (connecting or not) from San Francisco to Providence? http://t.co/rXwfl9PN4z	1
169381	American	8 hour delay, no apology, Vegas plans for eve ruined, 12 dollar voucher.  Really, @AmericanAir ?!?	0
166981	SouthWest	This has to be a sick joke! I've been on 2 @SouthwestAir flights this wk &amp; had issues.. im fed up &amp; i still havent made it to my destination	0
153251	Delta	@DeltaAssist need to leave Guatemala one day early can't reach you on cell could you call me?	0
9387	United	Getting refused to get re-seated by @united . The guy next to me SMELLS LIKE TABACCO! and I'm noshes ! ...	0
64297	United	@united shame on you for leaving that dog out in the rain!!!! I will make sure I never fly with you!!!	0
48376	United	"@jerharlanCNN @United Ugg! Better than, ""we don't have the manual so we have to print one before we can leave."""	0
20857	JetBlue	@JetBlue really hope tomorrow going back home I won't have issues as #flight461. I wanna believe #jetblue has better customer svc than that	1
136668	United	@united airlines held my plane for 30 mins for one person making 90% of everyone miss there connecting flight. Never fly @united airlines.	0
12492	United	On one side I had chatty 76 YO Barbara, on other side I had stinky guy that I never want to smell again.  Notes from my flight with @united	0
121817	American	view frm d worst seat onboard wasn't bad. Lost my pref seat due 2 flight delays @AmericanAir #americanway http://t.co/Li8wFPunUj	0
160395	SouthWest	@Brooklyn_Chase @SouthwestAir agreed. Terrible airport	1
145322	United	@Jackiepalmmmm @united can wait to here your full review about this	1
172990	United	@united 10.00AM to Newark cancelled. Whose idea to wait until 5.30pm before postponing the 6pm Newark for 2 hours to transfer passengers?	0
144035	United	@x_Mycroft_x @united @bsidessf Malaysia isn't worth three day visit, and I'm waiting for the DNA hacking night market to open :-P	1
109153	JetBlue	"On hold w @JetBlue AGAIN  &amp; @Indigo_Girls ""Gallileo"" song plays w/lyric ""must have crashed his little airplane"" #oops #notcooljetblue"	0
80256	VirginAmerica	@VirginAmerica Here's hoping my flight doesn't get cancelled.	1
160900	United	@virtualsteve @reillyusa @rUv @united nothing to worry about. Hacking is illegal!	1
56528	JetBlue	Am i the only one having a problem booking on @JetBlue right now ?	0
112033	Delta	@gerry6933 @Sxntinel @TabzWaree @GDKJordie @DeltaAssist @KEEMSTARx this was delt with, can we please just leave this in the past	1
154363	American	@AmericanAir :Don't let Fl # 137 leave before I get to dfw from Tulsa!	1
28417	American	@AmericanAir u shouldn't have done that to @jeromejarre Ã°Å¸Ëœâ€Ã°Å¸Ëœâ€Ã°Å¸Ëœâ€ what a mess! Was it REALLY necessary??	0
152382	American	#TheNewAmerican @USAirways @AmericanAir. Plane broke down in Ashevile so they are vanning us to Charlotte but will miss connecting flight.	0
112637	United	@united the problem was TIME OF THE CREW. IT WASNT THE WEATHER! Other flights in the same time were leaving.	0
130622	American	Retweet and help us get the word about new gate assignments for @AmericanAir, they are no longer in Concourse A! http://t.co/jvRVeZHzlt	1
90754	American	@atclew58 @AeroSavvy @AmericanAir sad that today is its last flight ! #757 #Americandream	1
84313	United	@united trying to get a flight switched for this afternoon. Help?	1
84924	Delta	@aayoub @Remroum @Delta @DeltaAssist would they have put a #WASP to the back of the plane after being harassed?	0
14116	American	@flyLAXairport @AmericanAir @FlyEIA Odd that they are starting new service as US in markets where US never big. PHL I would understand.	1
2643	Delta	.@deltaassist To make @delta customer service experience complete: u overcharged bc of incompetence, then canceled plane, &amp; now LOST my bags	0
67848	VirginAmerica	@VirginAmerica you lie about singapore partnership, elevate not eligible for business class, no dates available, sales rep says it is a myth	0
21909	American	@russfelix @AmericanAir I wore that goat smell myself..great story Felix ,thnx 4 sharing &amp; TU U 4 your service !	1
171626	United	Boycotting @united for their disgusting behavior &amp; lack of action taken. #unitedfortahera	0
112924	United	You're really screwing me @united airways. @SouthwestAir has never done me like that	0
71415	SouthWest	@SouthwestAir hey anyone covering the phones- on hold forever	0
22937	United	@Delta after checking in and dealing with Julie T at DTW I'll be switching my loyalty to @united.  I can't believe the treatment!  Bye!	1
153209	American	This in flight wifi SUCKS. I can't believe I paid $33.95 for it. @AmericanAir your service BLOWS. Changing my return flight on Monday ugh.	0
127955	SouthWest	Been up since 4 am, running on 3 hours of sleep, and my @southwestair flight is delayed by at least 2 hours. #facepalm	0
140800	JetBlue	Also the agent who booked our flight for us to leave JFK I paid extra to leave from LGA. Can u find us a new flight from LGA?@JetBlue	1
32668	AlaskaAir	@AlaskaAir @jarpad It was @jensenackles complaint. ha	1
63996	JetBlue	@JetBlue Same right back at you! Thanks for making Blue look like the best color in the rainbow. Have a great 2015. Miss y'all.	1
58881	JetBlue	"@MadisonProj Her tweet screams ""spoiled &amp; entitled"". It was childish. @JetBlue @KurtSchlichter @abroshar"	1
91054	Delta	@DeltaAssist just screwed my travel plans. Crew did not show and no credit for travel or reimbursement!!!!	0
134479	American	Oooooo! Fancy new @AmericanAir plane with mood lighting for my flight to Boston. Even smells new! #spoiledTraveler #newPlane	0
125588	AlaskaAir	THANK YOU @AlaskaAir and @trailblazers this is so exciting can't wait to watch @Dame_Lillard and @rolopez42 #ripcity http://t.co/R0B8OEWnio	1
90992	SouthWest	"MT @bradkorell: @SouthwestAir U think there might be a problem when 75 percent of your tweets include the word ""sorry""? Bad decision today."	1
89946	JetBlue	@JetBlue how many inches of snow does it usually take to cancel flights out of JFK ?	1
64722	JetBlue	@mikequasar @EddieTrunk  Mike, Agree 100%, since Cont. And United merged it been worse. I fly @jetblue all the time now. Great Airline	1
129603	American	@Sethrogen @AmericanAir  American has issues, Virgin all the way. Better service, better attitude, they get it.	1
20058	VirginAmerica	I will say simply that these #Delta thresholds are one of the reasons I am switching my loyalty to @VirginAmerica. http://t.co/MofHZD6aIa	1
70360	United	SO frustrated with @united today. We book how many flights a year?? Today has just been one debacle after another.	0
15602	American	@AmericanAir why is AA2306 delayed. Incoming plane is already there...	0
168151	American	This flight is delayed an hour now. Never flying with @USAirways or @AmericanAir  again!	0
169363	United	So @WalkOffTheEarth's @SarahBlackwood1 was kicked off a @united flight last night because her son was crying. We shot Sarah a few times and	1
80280	Delta	@DeltaAssist hi! I'm still waiting on the resolution of my email request. :-)	0
146670	American	This plane smells like bacon sandwiches !!! @AmericanAir ðŸ˜¬	1
66976	United	@AdamsLisa @united Ick. What caused the delay? Tho , with today's airlines, I guess they don't need a reason.	1
153229	American	&gt;@TedRubin&lt; it's our way of keeping a little longer in Chicago.  @AmericanAir	1
138845	United	I miss you, @united!	1
151510	AlaskaAir	I miss Maui!!! Thank you @AlaskaAir! #TravelTuesdays keep me in the air. The comp Mai Tai is another good reason #IFlyAlaska Be back Maui.	1
84431	United	@Good_Game_ @RayFuturePro @united no flights into dca tonight. Need to fly into iad if you want to get in tonight.	1
133885	American	@bewareofblair @AmericanAir That totally sucks. I hate when companies aren't sympathetic and don't want to work with people	0
27632	American	@markiplier @AmericanAir We'll wait for u :)	1
154609	American	@AmericanAir when is your company going to integrate. Missed a rare flight out of DFW because my ticket couldn't be transferred #stranded	0
167128	American	@josinei78 @AmericanAir @FrequentMiler I don't know the details but I know much of TX had very very bad weather yesterday.	1
145680	American	Late night at Bridgestone with the #Preds. Early morning on @AmericanAir to Chicago for game 6 tomorrow night.	1
58392	American	"@AmericanAir been waiting two hours to pull out from my gate cause there is a ""shift change for baggage personnel"" to load the plane. BS!!"	0
98123	JetBlue	@Jetblue I'm so sorry I cheated on you with @Delta @DeltaAssist. Please take me back. I wore protection.	1
110389	JetBlue	I have never looked forward to an SFO&gt;JFK flight as much as I am looking forward to this @jetblue #mint one.	1
130490	SouthWest	Although a frustrating travel day yesterday. Grateful for the pilots for @SouthwestAir for getting us on the ground safely.	1
37505	United	@FlyAirNZ Learnt a VERY EXPENSIVE lesson Don't fly coshare @united flights with extra bags Total ripoff &amp; @FlyAirNZ helpline not very 1/2	0
86240	VirginAmerica	"Why fly airline with no WiFi ""connectability"" (attendant's word) when you can live the #PlugLife on @VirginAmerica? http://t.co/QSNybQTg1F"	1
89864	AlaskaAir	@AlaskaAir why is flight 816 so delayed?	1
161145	United	@shaggymb @united I always thought you've never showered.	1
124255	American	@AmericanAir this FA had no concern for my safety &amp; I even asked &amp; he didn't help.  It was dangerous &amp; pathetic. u should investigate	0
77499	JetBlue	Pissed I missed this @JetBlue promotion tho.	1
95766	JetBlue	$200+ change fees? You'd think @USAirways would be in 21st century now and on par with @SouthwestAir or @JetBlue ! Guess not! #poorservice	0
50715	JetBlue	Finally, enjoyed holiday party with @JetBlue #DFW, my old team. Miss 'em, love 'em - time to let go now. #alwaysbeahugepartofme #Thanksagain	1
59181	JetBlue	It's amazing how RACIST AMERICA including @JetBlue have came out in force 4 NYPD funeral b/c a blk man was murderer yet NONE did shit re PA	1
84201	JetBlue	@JetBlue syracuse is gonna be bad tonight. I really hope you need to cancel tonight's flight there from jfk if it's bad	1
29676	JetBlue	We__re cheering on the #FlaPanthers tonight - come say Hi to Cecilia on @thebbtcenter @JetBlue Tarmac for a special BCC freebie!	1
96432	United	@BIrvin_WVU11 @HuntRicco @united Everything's bad @ O'Hare when weather is bad.	1
12992	JetBlue	@JetBlue how do I cancel a traveler online? What is the fee? Flight is 12/4	1
88513	United	@united an upgrade to first would be wicked ;-)	1
149365	American	@AmericanAir flight 2401 out of dallas at 7am May 1st 2015 sucks ass. your shits been delayed for over an hour and countin. what the fuck	0
173475	Delta	@DeltaAssist flight 3911 out of Newark cancelled and I need to get back to LA.	0
1402	SouthWest	I just got into boarding group A on @SouthwestAir. That NEVER happens! #refreshallday	1
99789	United	Since I've been on hold with Frontier, I've checked my @united rewards, @SouthwestAir rewards, did a load of laundry, solved world hunger...	1
23807	SouthWest	a little upset that I didn't book the $140 round trip ticket to San Francisco to see @KarlTheFog @SouthwestAir	1
118763	United	@united If crews r a limited resource &amp; they r causing u to fail your paid customers, then increase the # of resources available to work.	0
154115	VirginAmerica	Giving props when they are due. Thanks @VirginAmerica for making my late bag situation not a situation and for a great flight.	1
166742	United	Salute to all the men and women who served and lost their lives in the field!  @united , United States!	1
58821	United	It must suck to be a 'new crew' flight attendant in a plane full of upset passengers.6 hrs delayed @united SJU Flt 1260 #badplanes #grounded	0
77685	United	@mendelmiles I have switched devices already @united has been better than @Delta for me	1
112280	American	@BasedGawdCreed @AmericanAir @OpTic_FormaL all his flights have been cancelled.	1
62915	JetBlue	Ã¢â‚¬Å“MinorÃ¢â‚¬Â H2O valve issue sent 5:40pm ET flight back to gate for fix. Now we return for more fuel because of Ã¢â‚¬Å“weatherÃ¢â‚¬Â near Lima. cc @JetBlue	0
157086	American	@AmericanAir another week another trip. Off on AA1352, transcontinental. Going to be a long day!	1
31659	American	@AmericanAir @iamryanodonnell Ryan, we no longer support Windows Phone. Bad choice, @AmericanAir	0
49701	AlaskaAir	@AlaskaAir So upset with your service! It's been 24 hrs and my luggage is still missing. I won't be flying with you guys anymore.	0
111656	American	@AmericanAir Please take care of my bae in 39A on #174 tonight. Can't wait to see her in London in the morning!	1
86218	SouthWest	Just booked my children's first flight ever!!  Can't wait to see their faces when they see the @SouthwestAir plane!!	1
8053	SouthWest	So impressed with @SouthwestAir - they're refunding my A-list fee b/c airport made me late for plane. Another reason I ONLY fly SW! #thebest	1
118185	SouthWest	@LeeRadziwill @SouthwestAir  I used to think so, too. It would suck to attend a festival where they only served peanuts.	1
149410	American	Tough flight on @AmericanAir Toddler &amp; baby taking turns throwing tantrums as Mom/Dad switch off between 1st class/economy... #GoodTimes	1
20952	Delta	@DeltaAssist @Delta so what are you guys gonna do if I miss my 1:30 flight to Miami for my honeymoon?  Currently sitting on the runway #6291	0
15097	American	Delayed 2 hours out of BOS to DFW on @AmericanAir is understandable, then a rerouted flight path that takes 4 1/2 hours is annoying.....	0
30431	JetBlue	Just booked my first @JetBlue flight in years. I've got a few months to teach my kids how to not to kick the seat in front of them.	1
160220	United	@united cancelled my mom's flight to Paris. She's waited her entire life for this trip. My heart hurts Ã°Å¸ËœÂ­	0
79712	American	@AmericanAir @Jillzarin #AmericanAirlines discriminated against me and sent me an email full of excuses and lies. Seems like they're failing	1
128913	American	42 minutes now. RT @TEvans927: @USAirways @AmericanAir Iâ€™ve been on hold trying to buy a ticket for 30 minutes. Anyone home?	0
30332	AlaskaAir	@AlaskaAir absolutely, just wanted to make you aware of the issue	1
74066	JetBlue	@ProWrestlingTs Never doubt @JetBlue.	1
69936	JetBlue	also, my @JetBlue flight attendant smelled real good. every time they were walking up &amp; down the aisle ___	1
19270	Delta	@DeltaAssist what the beat way to reach you guys ... I was waiting for 10 min to talk to your representative reg my delta sky miles account	0
42881	United	@united I've had two flights today, and they have both been awful	0
97054	American	@richardbranson @emirates @qatarairways @lufthansa @AmericanAir @BillGates Toxic air not just BA it's Global problem http://t.co/OLsyzmREhI	1
120808	JetBlue	@JetBlue Kudos; my 1st flight w/ u; love the extra legroom, wider seats, Fly-Fi &amp; friendly flight attendants. Switching from @AlaskaAir	1
147876	JetBlue	@JetBlue No because they saw it and did nothing,  We were  in 22 and there was attendant right behind. Always hanging over seat &amp; never sat,	1
23985	American	Very disappointed in @AmericanAir Rome experience. Paid WAY too much for Business Class to sit on 2 hot buses. Such bad experience! #getgate	0
147975	United	@united playing who's on first. Nobody knows why they can't board us. Then can. Then can't. Unhappy employees make unhappy customers.	0
140929	JetBlue	@JetBlue do you folks have an email alert function so passengers know when their flight is delayed?	1
103859	American	Update @AmericanAir and DFW....you are beyond awful! But even BIGger kudos to the crew of AA1031! #rockstars #deservebetter	0
63652	SouthWest	When you check-in late and  @SouthwestAir still gets your luggage on the flight :') #goodguySW	1
9779	American	@AmericanAir someone check on the airbus at American who just landed at sea Tac without landing lights. Mechanical ?	1
81028	United	@united Are there any flights to be cancelled from Brussels to JFK this weekend? #worried #blizzardof2015	1
85028	SouthWest	"@SouthwestAir what say we stop the ""every 15 min new delay"" game? Is flight 400 leaving BWI tonight? Yes or no? Your people said to get here"	0
109326	Delta	F'ing weather. Wife's flight to to Paris canceled due to weather on east coast. Grrrrr. Hope @DeltaAssist  can come through.	1
121883	JetBlue	@JetBlue over an hour on the Tarmac with no word from the pilot on the status of leaving or any offer for water... #unsatisfiedcustomer	0
85955	Delta	@DeltaAssist I hope you fuckers get sued.	0
22426	VirginAmerica	@VirginAmerica This is sad to hear. Sea World does a lot of good for marine life and research.  http://t.co/ut34UqgF6u	1
160223	United	@united is it normal to get shocked when touching the metal armrest when my phone is plugged into the outlet? #issues http://t.co/CItgGlRNI3	1
53350	VirginAmerica	@oliviabranco Sorry! Didn't want to miss out on those airfare prices! Thank you, @VirginAmerica. #DCAtoDAL #ThreeRoundTripFlights #$400	1
3318	SouthWest	@SouthwestAir I'm here. On the plane in Pittsburgh waiting on the announcement!	1
18831	United	@united close to 4 hours delayed because of maintenance but now the reason is a delayed inbound flight. Not quite the true story.	0
14524	SouthWest	Fucking delays keep getting lo ger and longer. Get your shit together @SouthwestAir	0
2021	American	@AmericanAir 24 hours later still no response AA cancel flight for a 22 year female Honduras-Miami+ never informed her @CNNTravel @#foxnews	0
